No errors
No warnings
263 ms
data source=metars
4811 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
ENOA 061520Z 36023KT 2500 BR VV003 08/07 Q1019 W///S4,ENOA,2017-05-06T15:20:00Z,60.5,2.83,8.0,7.0,360,23,,1.55,30.088583,,,,,,,,,,BR,OVX,0,,,,,,,LIFR,,,,,,,,,,,300,METAR,5.0
ENHE 061520Z 05023KT 9999 BKN030 05/M01 Q1025 W///S4,ENHE,2017-05-06T15:20:00Z,65.33,2.33,5.0,-1.0,50,23,,6.21,30.265747,,,,,,,,,,,BKN,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,1.0
ENEK 061520Z 36009KT CAVOK 10/07 Q1018 W08/S3,ENEK,2017-05-06T15:20:00Z,56.53,3.25,10.0,7.0,360,9,,6.21,30.059055,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
ENWV 061520Z AUTO 02009KT 9999NDV NCD 11/02 Q//// W///S2,ENWV,2017-05-06T15:20:00Z,,,11.0,2.0,20,9,,,,,,TRUE,,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,
ENUG 061520Z AUTO 03015KT 9999NDV BKN027/// BKN048/// 02/M06 Q1021 W06/S5,ENUG,2017-05-06T15:20:00Z,,,2.0,-6.0,30,15,,,30.147638,,,TRUE,,,,,,,,BKN,2700,BKN,4800,,,,,,,,,,,,,,,,,METAR,
ENLA 061520Z AUTO 36008KT 9999NDV NCD 13/09 Q1017 W///S2,ENLA,2017-05-06T15:20:00Z,59.1,2.83,13.0,9.0,360,8,,,30.029528,,,TRUE,,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,4.0
ENHM 061520Z 01015KT 0500 FG VV003 08/07 Q1019 W08/S3,ENHM,2017-05-06T15:20:00Z,59.57,2.23,8.0,7.0,10,15,,0.31,30.088583,,,,,,,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,300,METAR,10.0
ENQA 061520Z AUTO 01025KT 0250NDV -SHRA FG NCD 07/07 Q1018 W06/S4,ENQA,2017-05-06T15:20:00Z,60.65,3.72,7.0,7.0,10,25,,,30.059055,,,TRUE,,,,,,,-SHRA FG,CLR,,,,,,,,,,,,,,,,,,,,METAR,20.0
ENQC 061520Z AUTO 36022KT 9999NDV OVC003/// 08/07 Q1018 W///S4,ENQC,2017-05-06T15:20:00Z,60.88,3.62,8.0,7.0,360,22,,,30.059055,,,TRUE,,,,,,,,OVC,300,,,,,,,,,,,,,,,,,,,METAR,20.0
ENSE 061520Z AUTO 03022KT 9999NDV FEW009/// BKN012/// OVC015/// 08/07 Q1021 W///S3,ENSE,2017-05-06T15:20:00Z,61.45,2.15,8.0,7.0,30,22,,,30.147638,,,TRUE,,,,,,,,FEW,900,BKN,1200,OVC,1500,,,,,,,,,,,,,,,METAR,10.0
ENQR 061520Z AUTO 03022KT 9999NDV BKN008/// 08/07 Q1021 W///S3,ENQR,2017-05-06T15:20:00Z,61.35,2.22,8.0,7.0,30,22,,,30.147638,,,TRUE,,,,,,,,BKN,800,,,,,,,,,,,,,,,,,,,METAR,10.0
ENHF 061520Z AUTO 03014KT 9999 -SN FEW003/// SCT014/// BKN018/// M01/M04 Q1020 RMK WIND 1254FT 36023KT,ENHF,2017-05-06T15:20:00Z,70.67,23.67,-1.0,-4.0,30,14,,6.21,30.11811,,,TRUE,,,,,,,-SN,FEW,300,SCT,1400,BKN,1800,,,MVFR,,,,,,,,,,,,METAR,81.0
ENBN 061520Z AUTO 35018KT //// R22///// NCD 07/01 Q1021,ENBN,2017-05-06T15:20:00Z,65.47,12.22,7.0,1.0,350,18,,,30.147638,,,TRUE,,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,9.0
LGSR 061520Z 26018KT CAVOK 21/15 Q1011,LGSR,2017-05-06T15:20:00Z,36.4,25.48,21.0,15.0,260,18,,6.21,29.852362,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,40.0
LGMT 061520Z 34009KT 300V360 9999 FEW020 24/13 Q1012,LGMT,2017-05-06T15:20:00Z,39.05,26.6,24.0,13.0,340,9,,6.21,29.88189,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
LGKV 061520Z 12008KT 9999 FEW020 20/10 Q1011,LGKV,2017-05-06T15:20:00Z,40.92,24.62,20.0,10.0,120,8,,6.21,29.852362,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
LGEL 061520Z 08013KT 9999 FEW025 26/06 Q1010,LGEL,2017-05-06T15:20:00Z,38.07,23.55,26.0,6.0,80,13,,6.21,29.822834,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
LGAL 061520Z VRB02KT 9999 SCT030 19/11 Q1011,LGAL,2017-05-06T15:20:00Z,40.85,25.95,19.0,11.0,0,2,,6.21,29.852362,,,,,,,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
LGMK 061520Z 02010KT CAVOK 23/13 Q1012,LGMK,2017-05-06T15:20:00Z,37.43,25.35,23.0,13.0,20,10,,6.21,29.88189,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,123.0
LGKP 061520Z 25010KT CAVOK 24/12 Q1012,LGKP,2017-05-06T15:20:00Z,35.42,27.15,24.0,12.0,250,10,,6.21,29.88189,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,20.0
LGBL 061520Z 11016KT 9999 FEW040 24/06 Q1010,LGBL,2017-05-06T15:20:00Z,39.22,22.8,24.0,6.0,110,16,,6.21,29.822834,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,26.0
LGTS 061520Z 35012G22KT CAVOK 24/05 Q1011 NOSIG,LGTS,2017-05-06T15:20:00Z,40.52,22.97,24.0,5.0,350,12,22,6.21,29.852362,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
LGSM 061520Z 15005KT CAVOK 22/17 Q1010,LGSM,2017-05-06T15:20:00Z,37.68,26.92,22.0,17.0,150,5,,6.21,29.822834,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
LGSA 061520Z 32015G25KT CAVOK 26/16 Q1012,LGSA,2017-05-06T15:20:00Z,35.53,24.13,26.0,16.0,320,15,25,6.21,29.88189,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,135.0
LGLM 061520Z 13008KT 9999 FEW018 21/11 Q1011,LGLM,2017-05-06T15:20:00Z,39.92,25.23,21.0,11.0,130,8,,6.21,29.852362,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
LGKO 061520Z 29008KT CAVOK 22/15 Q1011,LGKO,2017-05-06T15:20:00Z,36.8,27.08,22.0,15.0,290,8,,6.21,29.852362,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,125.0
LGKL 061520Z 31013KT 9999 FEW025 26/08 Q1012,LGKL,2017-05-06T15:20:00Z,37.07,22.02,26.0,8.0,310,13,,6.21,29.88189,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
LGAD 061520Z 31007KT 9999 FEW025 23/13 Q1014,LGAD,2017-05-06T15:20:00Z,37.92,21.27,23.0,13.0,310,7,,6.21,29.940945,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
EDSB 061520Z 21010KT 6000 RA FEW010 SCT025 BKN060 13/12 Q1010,EDSB,2017-05-06T15:20:00Z,48.78,8.08,13.0,12.0,210,10,,3.73,29.822834,,,,,,,,,,RA,FEW,1000,SCT,2500,BKN,6000,,,MVFR,,,,,,,,,,,,METAR,124.0
EDQM 061520Z 06007KT 030V140 9999 SCT047 16/04 Q1010,EDQM,2017-05-06T15:20:00Z,50.3,11.85,16.0,4.0,60,7,,6.21,29.822834,,,,,,,,,,,SCT,4700,,,,,,,VFR,,,,,,,,,,,,METAR,568.0
EDNY 061520Z 26006KT 220V340 9999 FEW038 OVC068 15/11 Q1009,EDNY,2017-05-06T15:20:00Z,47.67,9.52,15.0,11.0,260,6,,6.21,29.793306,,,,,,,,,,,FEW,3800,OVC,6800,,,,,VFR,,,,,,,,,,,,METAR,424.0
EDMA 061520Z 02006KT 350V110 CAVOK 20/07 Q1007,EDMA,2017-05-06T15:20:00Z,48.42,10.92,20.0,7.0,20,6,,6.21,29.734253,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,463.0
EDLW 061520Z 07010KT 010V090 CAVOK 18/07 Q1009,EDLW,2017-05-06T15:20:00Z,51.52,7.62,18.0,7.0,70,10,,6.21,29.793306,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,127.0
EDLP 061520Z 08009KT 9999 SCT045 17/06 Q1010,EDLP,2017-05-06T15:20:00Z,51.62,8.62,17.0,6.0,80,9,,6.21,29.822834,,,,,,,,,,,SCT,4500,,,,,,,VFR,,,,,,,,,,,,METAR,213.0
EDLN 061520Z 06008KT 020V110 9999 FEW044 20/09 Q1008,EDLN,2017-05-06T15:20:00Z,51.23,6.5,20.0,9.0,60,8,,6.21,29.763779,,,,,,,,,,,FEW,4400,,,,,,,VFR,,,,,,,,,,,,METAR,38.0
EDHL 061520Z 06009KT 9999 FEW020 13/09 Q1014,EDHL,2017-05-06T15:20:00Z,53.8,10.72,13.0,9.0,60,9,,6.21,29.940945,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
EDGS 061520Z 13007KT 100V160 9999 SCT038 16/08 Q1010,EDGS,2017-05-06T15:20:00Z,50.7,8.08,16.0,8.0,130,7,,6.21,29.822834,,,,,,,,,,,SCT,3800,,,,,,,VFR,,,,,,,,,,,,METAR,602.0
EDXW 061520Z 06005KT 020V100 9999 FEW025 12/08 Q1015,EDXW,2017-05-06T15:20:00Z,54.92,8.33,12.0,8.0,60,5,,6.21,29.970472,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,20.0
EDTY 061520Z 04005KT 010V070 CAVOK 20/05 Q1008,EDTY,2017-05-06T15:20:00Z,49.12,9.78,20.0,5.0,40,5,,6.21,29.763779,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,400.0
EDJA 061520Z 36005KT CAVOK 17/07 Q1008,EDJA,2017-05-06T15:20:00Z,47.98,10.23,17.0,7.0,360,5,,6.21,29.763779,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,633.0
EDHK 061520Z 03007KT 9999 OVC018 10/08 Q1015,EDHK,2017-05-06T15:20:00Z,54.38,10.15,10.0,8.0,30,7,,6.21,29.970472,,,,,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,31.0
EDHI 061520Z 08005KT 040V120 9999 BKN033 15/09 Q1013,EDHI,2017-05-06T15:20:00Z,53.53,9.83,15.0,9.0,80,5,,6.21,29.911417,,,,,,,,,,,BKN,3300,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
EDAH 061520Z 04004KT 9999 BKN018 10/07 Q1015,EDAH,2017-05-06T15:20:00Z,53.87,14.15,10.0,7.0,40,4,,6.21,29.970472,,,,,,,,,,,BKN,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,28.0
EDVK 061520Z 07008KT 9999 SCT046 17/07 Q1010,EDVK,2017-05-06T15:20:00Z,51.38,9.37,17.0,7.0,70,8,,6.21,29.822834,,,,,,,,,,,SCT,4600,,,,,,,VFR,,,,,,,,,,,,METAR,285.0
EDLV 061520Z 04008KT 330V090 CAVOK 20/09 Q1009,EDLV,2017-05-06T15:20:00Z,51.6,6.15,20.0,9.0,40,8,,6.21,29.793306,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,32.0
EDFM 061520Z 24006KT 170V280 CAVOK 22/09 Q1008,EDFM,2017-05-06T15:20:00Z,49.47,8.52,22.0,9.0,240,6,,6.21,29.763779,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,100.0
EDFH 061520Z 15005KT 120V180 CAVOK 15/07 Q1009,EDFH,2017-05-06T15:20:00Z,49.95,7.27,15.0,7.0,150,5,,6.21,29.793306,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,498.0
ENTO 061520Z VRB02KT CAVOK 20/03 Q1015,ENTO,2017-05-06T15:20:00Z,59.2,10.27,20.0,3.0,0,2,,6.21,29.970472,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,88.0
ENRY 061520Z 27004KT 220V340 CAVOK 22/03 Q1015,ENRY,2017-05-06T15:20:00Z,59.37,10.77,22.0,3.0,270,4,,6.21,29.970472,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,53.0
ENRO 061520Z AUTO 35010KT 9999NDV OVC016/// 07/04 Q1018,ENRO,2017-05-06T15:20:00Z,62.57,11.33,7.0,4.0,350,10,,,30.059055,,,TRUE,,,,,,,,OVC,1600,,,,,,,,,,,,,,,,,,,METAR,626.0
ENHD 061520Z 30006KT 280V340 CAVOK 13/09 Q1017,ENHD,2017-05-06T15:20:00Z,59.35,5.22,13.0,9.0,300,6,,6.21,30.029528,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,24.0
ENCN 061520Z 21010KT CAVOK 16/07 Q1016,ENCN,2017-05-06T15:20:00Z,58.2,8.07,16.0,7.0,210,10,,6.21,30.0,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
ENAL 061520Z 03018KT 9999 FEW010 OVC015 09/06 Q1021,ENAL,2017-05-06T15:20:00Z,62.57,6.12,9.0,6.0,30,18,,6.21,30.147638,,,,,,,,,,,FEW,1000,OVC,1500,,,,,MVFR,,,,,,,,,,,,METAR,22.0
ENNA 061520Z AUTO 32012KT 9999 FEW019/// SCT030/// BKN037/// M00/M05 Q1020 RMK WIND 1800FT 33019KT,ENNA,2017-05-06T15:20:00Z,70.07,24.97,0.0,-5.0,320,12,,6.21,30.11811,,,TRUE,,,,,,,,FEW,1900,SCT,3000,BKN,3700,,,VFR,,,,,,,,,,,,METAR,8.0
ENML 061520Z 03012KT 360V060 9999 FEW012 SCT046 14/07 Q1020,ENML,2017-05-06T15:20:00Z,62.75,7.27,14.0,7.0,30,12,,6.21,30.11811,,,,,,,,,,,FEW,1200,SCT,4600,,,,,VFR,,,,,,,,,,,,METAR,3.0
ENKR 061520Z AUTO 34017KT 9999 FEW025/// SCT061/// M02/M07 Q1016 RMK WIND 731FT 32019KT,ENKR,2017-05-06T15:20:00Z,69.72,29.88,-2.0,-7.0,340,17,,6.21,30.0,,,TRUE,,,,,,,,FEW,2500,SCT,6100,,,,,VFR,,,,,,,,,,,,METAR,91.0
ENKB 061520Z 03016KT 9999 SCT015 BKN021 08/04 Q1021 RMK WIND 745FT 03022KT,ENKB,2017-05-06T15:20:00Z,63.12,7.82,8.0,4.0,30,16,,6.21,30.147638,,,,,,,,,,,SCT,1500,BKN,2100,,,,,MVFR,,,,,,,,,,,,METAR,62.0
ENFL 061520Z 32016KT 9999 FEW005 14/07 Q1016,ENFL,2017-05-06T15:20:00Z,61.57,5.02,14.0,7.0,320,16,,6.21,30.0,,,,,,,,,,,FEW,500,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
LIRQ 061520Z 06006KT 9999 BKN070 17/12 Q1010,LIRQ,2017-05-06T15:20:00Z,43.78,11.18,17.0,12.0,60,6,,6.21,29.822834,,,,,,,,,,,BKN,7000,,,,,,,VFR,,,,,,,,,,,,METAR,38.0
LIRN 061520Z 21006KT 190V250 9999 SCT060 22/11 Q1012 NOSIG,LIRN,2017-05-06T15:20:00Z,40.88,14.3,22.0,11.0,210,6,,6.21,29.88189,,,,,,TRUE,,,,,SCT,6000,,,,,,,VFR,,,,,,,,,,,,METAR,72.0
LIRF 061520Z 16016G26KT CAVOK 22/12 Q1011 NOSIG,LIRF,2017-05-06T15:20:00Z,41.78,12.22,22.0,12.0,160,16,26,6.21,29.852362,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
LIRA 061520Z 18012KT CAVOK 23/10 Q1012,LIRA,2017-05-06T15:20:00Z,41.8,12.58,23.0,10.0,180,12,,6.21,29.88189,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,101.0
LIML 061520Z 36005KT 310V020 4000 RA SCT030 BKN070 14/12 Q1012 NOSIG,LIML,2017-05-06T15:20:00Z,45.47,9.27,14.0,12.0,360,5,,2.49,29.88189,,,,,,TRUE,,,,RA,SCT,3000,BKN,7000,,,,,IFR,,,,,,,,,,,,METAR,103.0
LIMJ 061520Z 01003KT 310V060 9999 -DZ FEW026 OVC040 14/13 Q1011,LIMJ,2017-05-06T15:20:00Z,44.42,8.83,14.0,13.0,10,3,,6.21,29.852362,,,,,,,,,,-DZ,FEW,2600,OVC,4000,,,,,VFR,,,,,,,,,,,,METAR,3.0
LIMF 061520Z 32008KT 9999 FEW012 OVC070 12/09 Q1013,LIMF,2017-05-06T15:20:00Z,45.22,7.65,12.0,9.0,320,8,,6.21,29.911417,,,,,,,,,,,FEW,1200,OVC,7000,,,,,VFR,,,,,,,,,,,,METAR,287.0
LIME 061520Z 01008KT 9999 -RA SCT045 SCT080 13/11 Q1012 NOSIG,LIME,2017-05-06T15:20:00Z,45.67,9.68,13.0,11.0,10,8,,6.21,29.88189,,,,,,TRUE,,,,-RA,SCT,4500,SCT,8000,,,,,VFR,,,,,,,,,,,,METAR,237.0
LIMC 061520Z 35008KT 6000 RA BKN045 OVC070 13/12 Q1013 NOSIG,LIMC,2017-05-06T15:20:00Z,45.62,8.72,13.0,12.0,350,8,,3.73,29.911417,,,,,,TRUE,,,,RA,BKN,4500,OVC,7000,,,,,MVFR,,,,,,,,,,,,METAR,211.0
LIEO 061520Z 23025G36KT 9999 SCT030 23/14 Q1012,LIEO,2017-05-06T15:20:00Z,40.88,9.52,23.0,14.0,230,25,36,6.21,29.88189,,,,,,,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
LIEE 061520Z 28017KT 9999 SCT025 23/15 Q1014,LIEE,2017-05-06T15:20:00Z,39.25,9.07,23.0,15.0,280,17,,6.21,29.940945,,,,,,,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
LIEA 061520Z 25011G21KT 9999 FEW016 BKN018 18/14 Q1015,LIEA,2017-05-06T15:20:00Z,40.62,8.27,18.0,14.0,250,11,21,6.21,29.970472,,,,,,,,,,,FEW,1600,BKN,1800,,,,,MVFR,,,,,,,,,,,,METAR,23.0
LOWK 061520Z 20007KT 160V260 9999 FEW065 BKN100 BKN150 19/04 Q1010 NOSIG,LOWK,2017-05-06T15:20:00Z,46.65,14.32,19.0,4.0,200,7,,6.21,29.822834,,,,,,TRUE,,,,,FEW,6500,BKN,10000,BKN,15000,,,VFR,,,,,,,,,,,,METAR,441.0
LOWG 061520Z 20006KT 150V230 9999 FEW070 SCT160 BKN300 20/06 Q1009 NOSIG,LOWG,2017-05-06T15:20:00Z,47.0,15.42,20.0,6.0,200,6,,6.21,29.793306,,,,,,TRUE,,,,,FEW,7000,SCT,16000,BKN,30000,,,VFR,,,,,,,,,,,,METAR,347.0
LOWI 061520Z 14017G36KT 080V210 9999 FEW120 BKN250 18/03 Q1007 NOSIG,LOWI,2017-05-06T15:20:00Z,47.27,11.33,18.0,3.0,140,17,36,6.21,29.734253,,,,,,TRUE,,,,,FEW,12000,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,581.0
LOWS 061520Z 03008KT 350V050 9999 FEW070 BKN120 20/09 Q1006 NOSIG,LOWS,2017-05-06T15:20:00Z,47.78,13.02,20.0,9.0,30,8,,6.21,29.704725,,,,,,TRUE,,,,,FEW,7000,BKN,12000,,,,,VFR,,,,,,,,,,,,METAR,430.0
LOWL 061520Z 10010KT 070V130 9999 FEW050 BKN300 21/08 Q1007 NOSIG,LOWL,2017-05-06T15:20:00Z,48.22,14.18,21.0,8.0,100,10,,6.21,29.734253,,,,,,TRUE,,,,,FEW,5000,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,313.0
LOWW 061520Z 13011KT 9999 FEW045 SCT300 21/10 Q1009 NOSIG,LOWW,2017-05-06T15:20:00Z,48.12,16.57,21.0,10.0,130,11,,6.21,29.793306,,,,,,TRUE,,,,,FEW,4500,SCT,30000,,,,,VFR,,,,,,,,,,,,METAR,190.0
LIPZ 061520Z 11006KT 090V150 9999 SCT070 17/10 Q1013 NOSIG,LIPZ,2017-05-06T15:20:00Z,45.5,12.35,17.0,10.0,110,6,,6.21,29.911417,,,,,,TRUE,,,,,SCT,7000,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
LIPX 061520Z 07007KT 9000 RA BKN070 14/11 Q1012,LIPX,2017-05-06T15:20:00Z,45.38,10.87,14.0,11.0,70,7,,5.59,29.88189,,,,,,,,,,RA,BKN,7000,,,,,,,VFR,,,,,,,,,,,,METAR,68.0
LIPQ 061520Z VRB02KT 9999 FEW035 SCT070 19/08 Q1012,LIPQ,2017-05-06T15:20:00Z,45.82,13.47,19.0,8.0,0,2,,6.21,29.88189,,,,,,,,,,,FEW,3500,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,12.0
LIPH 061520Z VRB02KT 9999 FEW040 18/10 Q1013,LIPH,2017-05-06T15:20:00Z,45.63,12.17,18.0,10.0,0,2,,6.21,29.911417,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,23.0
LIPE 061520Z 09004KT 010V150 1700 SHRA FEW004 SCT015 SCT020CB BKN035 15/15 Q1011 RETS,LIPE,2017-05-06T15:20:00Z,44.52,11.3,15.0,15.0,90,4,,1.06,29.852362,,,,,,,,,,SHRA,FEW,400,SCT,1500,SCT,2000,BKN,3500,IFR,,,,,,,,,,,,METAR,42.0
LICJ 061520Z 03008KT 010V070 CAVOK 22/16 Q1014,LICJ,2017-05-06T15:20:00Z,38.17,13.08,22.0,16.0,30,8,,6.21,29.940945,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,34.0
LICC 061520Z 08011KT 9999 SCT020 19/14 Q1016,LICC,2017-05-06T15:20:00Z,37.47,15.05,19.0,14.0,80,11,,6.21,30.0,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
LIBD 061520Z VRB01KT 9999 FEW040 16/13 Q1018,LIBD,2017-05-06T15:20:00Z,41.12,16.77,16.0,13.0,0,1,,6.21,30.059055,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,44.0
KW29 061520Z AUTO 24014G20KT 210V270 10SM OVC026 15/11 A2940 RMK AO2,KW29,2017-05-06T15:20:00Z,38.98,-76.33,15.0,11.0,240,14,20,10.0,29.40059,,,TRUE,TRUE,,,,,,,OVC,2600,,,,,,,MVFR,,,,,,,,,,,,SPECI,15.0
KDMW 061520Z AUTO 23014G20KT 10SM RA BKN013 OVC018 11/10 A2938 RMK AO2,KDMW,2017-05-06T15:20:00Z,39.6,-77.0,11.0,10.0,230,14,20,10.0,29.379921,,,TRUE,TRUE,,,,,,RA,BKN,1300,OVC,1800,,,,,MVFR,,,,,,,,,,,,SPECI,241.0
KCGE 061520Z AUTO 20013G21KT 10SM SCT025 OVC031 16/11 A2943 RMK A01,KCGE,2017-05-06T15:20:00Z,38.53,-76.03,16.0,11.0,200,13,21,10.0,29.430119,,,TRUE,TRUE,,,,,,,SCT,2500,OVC,3100,,,,,VFR,,,,,,,,,,,,SPECI,6.0
K2G4 061520Z AUTO 28007G21KT 242V312 4SM BR BKN003 OVC006 02/02 A2946 RMK AO1,K2G4,2017-05-06T15:20:00Z,39.58,-79.33,2.0,2.0,280,7,21,4.0,29.459646,,,TRUE,TRUE,,,,,,BR,BKN,300,OVC,600,,,,,LIFR,,,,,,,,,,,,SPECI,894.0
ELLX 061520Z VRB01KT 9999 -RA FEW048 BKN060 13/10 Q1009 NOSIG,ELLX,2017-05-06T15:20:00Z,49.63,6.2,13.0,10.0,0,1,,6.21,29.793306,,,,,,TRUE,,,,-RA,FEW,4800,BKN,6000,,,,,VFR,,,,,,,,,,,,METAR,379.0
EBOS 061520Z 03015KT 8000 NSC 13/09 Q1010 NOSIG,EBOS,2017-05-06T15:20:00Z,51.2,2.87,13.0,9.0,30,15,,4.97,29.822834,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,5.0
EBLG 061520Z 05011KT 020V100 CAVOK 18/09 Q1008 NOSIG,EBLG,2017-05-06T15:20:00Z,50.63,5.45,18.0,9.0,50,11,,6.21,29.763779,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,178.0
EBCI 061520Z 18010KT 9999 FEW045 16/09 Q1008 NOSIG,EBCI,2017-05-06T15:20:00Z,50.47,4.45,16.0,9.0,180,10,,6.21,29.763779,,,,,,TRUE,,,,,FEW,4500,,,,,,,VFR,,,,,,,,,,,,METAR,192.0
EBBR 061520Z 05007KT CAVOK 20/10 Q1008 NOSIG,EBBR,2017-05-06T15:20:00Z,50.9,4.5,20.0,10.0,50,7,,6.21,29.763779,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,58.0
EBAW 061520Z 07009KT CAVOK 20/07 Q1008 NOSIG,EBAW,2017-05-06T15:20:00Z,51.2,4.47,20.0,7.0,70,9,,6.21,29.763779,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,14.0
EGKA 061520Z 04012KT 8000 FEW030 16/08 Q1011,EGKA,2017-05-06T15:20:00Z,50.83,-0.3,16.0,8.0,40,12,,4.97,29.852362,,,,,,,,,,,FEW,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,2.0
EGPH 061520Z 06013KT CAVOK 13/07 Q1020,EGPH,2017-05-06T15:20:00Z,55.95,-3.35,13.0,7.0,60,13,,6.21,30.11811,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,41.0
ESND 061520Z AUTO VRB03KT 9999 OVC032/// 10/03 Q1018,ESND,2017-05-06T15:20:00Z,62.05,14.42,10.0,3.0,0,3,,6.21,30.059055,,,TRUE,,,,,,,,OVC,3200,,,,,,,VFR,,,,,,,,,,,,METAR,359.0
ESUP 061520Z AUTO 34008KT 300V020 9999 BKN046/// 02/M08 Q1020,ESUP,2017-05-06T15:20:00Z,67.25,23.07,2.0,-8.0,340,8,,6.21,30.11811,,,TRUE,,,,,,,,BKN,4600,,,,,,,VFR,,,,,,,,,,,,METAR,165.0
